Date,Open,High,Low,Close,Volume
2016-12-20,164.259995,167.009995,164.0,165.279999,1506500
2016-12-21,165.0,165.990005,163.800003,163.919998,1342800
2016-12-22,163.289993,165.270004,162.020004,162.889999,1496500
2016-12-23,163.279999,164.619995,162.529999,163.619995,1049000
2016-12-27,163.630005,166.470001,163.070007,164.770004,940600
2016-12-28,165.119995,167.009995,164.759995,165.539993,1670200
2016-12-29,165.610001,167.589996,165.460007,166.5,1586900
2016-12-30,166.759995,167.229996,163.559998,164.410004,1503000
2017-01-03,166.300003,169.660004,165.820007,168.300003,2314700
2017-01-04,169.740005,173.259995,168.300003,171.960007,2033200
2017-01-05,172.649994,177.839996,172.5,177.470001,2733000
2017-01-06,176.279999,177.279999,173.25,176.380005,2254700
2017-01-09,178.0,179.720001,176.820007,177.160004,1760400
2017-01-10,179.830002,183.0,178.300003,180.309998,2922300
2017-01-11,179.570007,180.179993,176.800003,179.320007,1929900
2017-01-12,178.800003,179.470001,175.660004,177.570007,2680100
2017-01-13,178.0,178.710007,176.360001,176.479996,1411900
2017-01-17,175.580002,178.279999,174.490005,176.960007,2073200
2017-01-18,178.589996,180.779999,174.729996,176.539993,2005000
2017-01-19,176.839996,176.839996,174.429993,176.089996,1430500
2017-01-20,175.300003,176.460007,173.130005,173.440002,2048400
2017-01-23,173.940002,176.179993,173.279999,175.970001,2100600
2017-01-24,177.699997,179.0,175.5,176.050003,1600400
2017-01-25,177.399994,179.0,176.25,176.610001,2122000
2017-01-26,177.649994,177.669998,174.649994,174.949997,2194200
2017-01-27,175.0,175.0,173.220001,174.100006,1575700
2017-01-30,173.160004,174.970001,171.720001,174.720001,1358900
2017-01-31,173.679993,176.179993,173.009995,175.070007,1325800
2017-02-01,176.729996,176.729996,172.550003,173.820007,1216400
2017-02-02,173.509995,175.179993,172.460007,173.399994,962600
2017-02-03,174.960007,176.589996,173.559998,175.169998,1578100
2017-02-06,175.789993,179.080002,175.149994,177.809998,2320900
2017-02-07,179.580002,179.600006,176.75,178.169998,1535200
2017-02-08,179.160004,182.410004,177.529999,181.5,2114200
2017-02-09,181.229996,183.460007,181.059998,181.5,1743700
2017-02-10,182.580002,184.160004,181.210007,183.990005,2149800
2017-02-13,184.5,185.440002,183.330002,184.309998,2428500
2017-02-14,184.009995,185.660004,182.279999,182.770004,1932000
2017-02-15,183.649994,185.139999,182.809998,183.580002,1203400
2017-02-16,183.619995,186.75,182.770004,184.940002,2301500
2017-02-17,183.919998,185.210007,183.330002,185.169998,1622700
2017-02-21,185.229996,185.929993,183.309998,185.619995,3465400
2017-02-22,185.0,187.979996,184.970001,186.009995,2698600
2017-02-23,187.889999,188.539993,183.910004,184.639999,3812900
2017-02-24,181.0,181.75,173.910004,175.169998,7534000
2017-02-27,175.169998,176.279999,171.729996,172.970001,3520700
2017-02-28,172.800003,175.919998,172.800003,174.130005,2392000
2017-03-01,176.440002,176.789993,175.130005,175.330002,1799100
2017-03-02,175.330002,176.490005,172.970001,174.479996,2108800
2017-03-03,174.529999,175.710007,173.279999,173.789993,1115700
2017-03-06,174.149994,174.149994,172.380005,173.300003,1223300
2017-03-07,172.770004,174.0,171.240005,173.740005,1366200
2017-03-08,173.809998,175.300003,173.300003,173.869995,1228500
2017-03-09,174.029999,175.199997,172.940002,173.320007,1943400
2017-03-10,173.550003,173.910004,171.929993,172.740005,1802700
2017-03-13,172.889999,174.110001,172.5,173.25,1549400
2017-03-14,173.0,173.5,172.009995,172.839996,1015500
2017-03-15,173.009995,173.309998,170.419998,172.039993,2651300
2017-03-16,173.539993,177.550003,173.399994,176.570007,4043600
2017-03-17,176.889999,178.860001,176.179993,176.619995,2017400
2017-03-20,177.100006,177.860001,174.589996,176.130005,1829100
2017-03-21,177.5,177.699997,170.270004,171.399994,3351300
2017-03-22,169.820007,169.820007,167.75,169.559998,3482600
2017-03-23,168.75,170.020004,167.25,169.610001,2847700
2017-03-24,170.389999,170.470001,167.850006,168.259995,2157600
2017-03-27,166.229996,170.669998,166.0,168.929993,2047800
2017-03-28,168.929993,170.669998,168.580002,169.789993,2059200
2017-03-29,170.0,172.100006,169.339996,170.660004,1510600
2017-03-30,171.710007,172.619995,171.169998,172.360001,2380700
2017-03-31,171.460007,173.949997,171.460007,172.520004,2537000
2017-04-03,173.0,175.899994,173.0,175.0,2352400
2017-04-04,174.759995,176.660004,174.130005,175.199997,1899200
2017-04-05,175.350006,176.309998,172.460007,172.919998,2187200
2017-04-06,173.800003,174.729996,173.039993,173.380005,2057900
2017-04-07,173.679993,173.940002,171.169998,172.440002,1963500
2017-04-10,172.300003,174.679993,172.169998,174.220001,1701000
2017-04-11,173.970001,175.240005,172.580002,173.009995,1844500
2017-04-12,172.470001,174.869995,172.330002,173.610001,1205400
2017-04-13,173.550003,174.759995,172.460007,172.610001,1336700
2017-04-17,172.610001,173.800003,172.610001,173.309998,1365700
2017-04-18,173.309998,174.559998,172.070007,174.470001,1806600
2017-04-19,175.619995,181.179993,175.339996,177.809998,3998400
2017-04-20,178.990005,180.380005,178.410004,178.639999,2478500
2017-04-21,180.399994,180.399994,177.860001,178.080002,1628700
2017-04-24,180.0,180.649994,179.539993,180.029999,1908400
2017-04-25,182.860001,187.5,182.330002,186.990005,3750300
2017-04-26,187.899994,188.0,184.899994,186.669998,2895000
2017-04-27,187.809998,188.600006,186.100006,187.860001,3169500
2017-04-28,181.080002,182.960007,176.070007,180.229996,7429400
2017-05-01,180.449997,181.169998,177.190002,180.059998,3487000
2017-05-02,180.100006,180.399994,178.0,178.639999,2431500
2017-05-03,179.009995,179.009995,176.899994,177.399994,2017200
2017-05-04,177.889999,178.0,176.279999,176.710007,2128900
2017-05-05,176.300003,178.300003,174.770004,178.029999,2328200
2017-05-08,178.5,178.539993,176.679993,177.470001,2407900
2017-05-09,178.899994,183.589996,178.360001,182.979996,3479400
2017-05-10,182.369995,184.929993,181.619995,183.570007,2868100
2017-05-11,183.539993,187.330002,182.960007,186.600006,3211500
2017-05-12,186.25,187.979996,185.669998,186.830002,1816600
2017-05-15,187.080002,187.460007,185.240005,186.139999,1993000
2017-05-16,186.830002,192.369995,186.389999,190.639999,3926600
2017-05-17,187.970001,190.710007,185.679993,186.050003,3586900
2017-05-18,182.679993,183.619995,181.289993,182.429993,4685700
2017-05-19,183.169998,189.419998,182.889999,188.759995,3863900
2017-05-22,190.0,193.559998,188.080002,191.690002,2921500
2017-05-23,192.699997,193.559998,190.369995,191.800003,2147900
2017-05-24,191.029999,191.990005,189.970001,190.630005,2804800
2017-05-25,191.229996,193.0,189.830002,191.949997,2175400
2017-05-26,192.779999,193.740005,190.089996,190.389999,1567700
2017-05-30,190.940002,192.289993,189.360001,189.880005,1915000
2017-05-31,189.949997,190.490005,184.320007,186.100006,3396400
2017-06-01,186.149994,188.100006,185.589996,187.259995,2071200
2017-06-02,188.600006,189.25,187.0,187.600006,1192500
2017-06-05,188.710007,188.710007,185.210007,187.309998,1424800
2017-06-06,186.729996,187.199997,184.509995,185.75,2080600
2017-06-07,186.240005,188.589996,184.75,187.529999,2451900
2017-06-08,191.600006,192.380005,183.679993,185.75,4895000
2017-06-09,186.029999,186.100006,178.210007,181.070007,4089200
2017-06-12,180.0,182.149994,177.309998,180.059998,3057800
2017-06-13,181.520004,181.520004,177.240005,179.190002,2571200
2017-06-14,180.600006,180.820007,176.199997,178.199997,2142800
2017-06-15,176.190002,176.990005,173.520004,176.330002,2718400
2017-06-16,176.410004,176.410004,173.660004,173.880005,2497100
2017-06-19,176.380005,179.229996,175.800003,176.929993,2510700
2017-06-20,177.690002,178.419998,176.929993,177.850006,1763400
2017-06-21,179.139999,181.0,177.929993,180.169998,2074900
2017-06-22,179.25,180.710007,177.990005,179.330002,1751200
2017-06-23,180.320007,180.550003,177.610001,178.139999,1765200
2017-06-26,180.589996,181.740005,178.350006,178.460007,2062200
2017-06-27,178.520004,178.649994,175.100006,175.600006,2529400
2017-06-28,177.0,178.720001,175.830002,178.0,2635100
2017-06-29,177.539993,180.460007,177.220001,179.630005,3128000
2017-06-30,180.440002,180.880005,178.309998,178.860001,2083700
2017-07-03,179.899994,183.5,179.630005,179.970001,1917200
2017-07-05,186.369995,187.25,182.169998,183.830002,4449600
2017-07-06,183.880005,183.889999,180.679993,181.789993,2415300
2017-07-07,181.789993,182.779999,179.919998,181.399994,1444500
2017-07-10,182.309998,183.940002,181.589996,182.929993,1467000
2017-07-11,183.199997,184.559998,181.830002,184.410004,1541300
2017-07-12,185.809998,187.559998,185.259995,186.759995,1897100
2017-07-13,187.470001,188.979996,186.149994,186.919998,2229700
2017-07-14,187.990005,189.0,187.529999,188.550003,1664900
2017-07-17,189.119995,191.779999,186.889999,188.229996,2800900
2017-07-18,187.229996,190.100006,186.690002,189.509995,1779100
2017-07-19,190.800003,192.350006,189.559998,190.910004,2137400
2017-07-20,192.259995,192.860001,190.789993,191.320007,1571300
2017-07-21,190.960007,193.199997,190.559998,193.179993,1856800
2017-07-24,193.979996,199.25,193.020004,198.649994,3927700
2017-07-25,198.5,198.649994,195.970001,197.050003,2926200
2017-07-26,196.850006,201.229996,196.75,201.169998,3493000
2017-07-27,204.009995,205.600006,197.110001,201.0,5326400
2017-07-28,211.009995,225.600006,208.800003,220.0,12591500
2017-07-31,223.589996,230.0,223.050003,226.350006,8565200
2017-08-01,227.139999,227.979996,222.169998,225.600006,4342200
2017-08-02,224.119995,224.639999,218.580002,221.960007,3689400
2017-08-03,221.0,227.970001,220.550003,227.389999,3434900
2017-08-04,227.279999,230.339996,225.699997,226.050003,3521100
2017-08-07,225.600006,228.990005,224.770004,227.160004,2998400
2017-08-08,226.600006,233.369995,226.539993,229.449997,4022100
2017-08-09,227.190002,230.490005,225.360001,230.300003,2514600
2017-08-10,227.5,228.990005,220.470001,222.570007,4169100
2017-08-11,218.600006,224.660004,216.199997,223.490005,3329900
2017-08-14,223.509995,224.770004,221.0,223.690002,2447800
2017-08-15,226.100006,227.660004,223.570007,225.330002,2140400
2017-08-16,228.0,228.979996,225.710007,226.139999,2214000
2017-08-17,226.419998,227.020004,220.360001,221.050003,2654500
2017-08-18,220.770004,221.190002,218.5,220.690002,3056100
2017-08-21,223.5,227.949997,221.880005,222.479996,2733900
2017-08-22,224.490005,226.490005,222.779999,226.110001,2463900
2017-08-23,224.850006,225.710007,223.630005,224.990005,1838200
2017-08-24,226.119995,226.75,224.110001,224.860001,2151500
2017-08-25,224.960007,229.429993,224.440002,225.550003,2449100
2017-08-28,225.919998,226.789993,219.360001,219.990005,3002400
2017-08-29,216.0,221.699997,213.529999,220.690002,2033700
2017-08-30,221.800003,224.710007,220.360001,223.880005,1867700
2017-08-31,224.0,228.679993,222.610001,228.050003,2422000
2017-09-01,228.259995,233.789993,226.610001,232.639999,2657500
2017-09-05,231.289993,232.470001,224.580002,225.300003,3158500
2017-09-06,226.0,228.960007,223.539993,226.970001,2003100
2017-09-07,226.0,233.539993,225.710007,233.179993,2477200
2017-09-08,232.779999,235.0,228.729996,229.229996,1833600
2017-09-11,232.389999,234.619995,232.210007,233.5,2244800
2017-09-12,234.949997,237.929993,233.839996,237.600006,2411700
2017-09-13,237.570007,239.0,235.449997,236.410004,2767700
2017-09-14,235.0,238.460007,234.800003,237.330002,2511600
2017-09-15,237.869995,239.160004,235.210007,235.210007,5230300
2017-09-18,236.789993,240.429993,235.580002,239.070007,2972500
2017-09-19,239.029999,240.130005,235.699997,237.850006,2339400
2017-09-20,238.5,240.399994,235.509995,237.960007,2008500
2017-09-21,239.210007,239.690002,235.350006,238.919998,2010500
2017-09-22,237.820007,242.699997,237.190002,240.570007,1922400
2017-09-25,239.869995,239.899994,230.580002,234.490005,3487400
2017-09-26,236.289993,240.0,234.990005,236.190002,2392400
2017-09-27,240.020004,240.75,237.360001,239.820007,2158600
2017-09-28,238.470001,242.369995,237.199997,241.279999,1957500
2017-09-29,242.029999,248.0,242.029999,247.690002,3402400
2017-10-02,248.619995,250.570007,246.5,248.669998,2322300
2017-10-03,250.0,250.490005,246.509995,247.0,2000700
2017-10-04,246.259995,247.0,243.669998,243.970001,1755200
2017-10-05,246.490005,247.5,242.220001,245.270004,2157200
2017-10-06,244.830002,247.860001,244.160004,247.690002,1342800
2017-10-09,248.160004,254.279999,247.429993,252.220001,2405400
2017-10-10,254.360001,262.690002,253.520004,262.410004,4294500
2017-10-11,261.059998,263.440002,258.51001,260.320007,2797500
2017-10-12,259.529999,261.359985,258.059998,259.329987,2185600
2017-10-13,260.109985,264.660004,259.609985,262.679993,2111000
2017-10-16,264.980011,273.070007,264.0,272.820007,3620200
2017-10-17,273.700012,274.970001,269.440002,270.320007,3191100
2017-10-18,271.100006,271.48999,266.970001,268.970001,2158600
2017-10-19,262.26001,265.529999,259.149994,264.519989,2982900
2017-10-20,268.399994,269.799988,264.350006,264.899994,2115500
2017-10-23,266.100006,267.869995,261.51001,266.130005,2018000
2017-10-24,266.200012,266.799988,263.119995,264.0,1642800
2017-10-25,264.679993,268.51001,257.690002,263.040009,3120800
2017-10-26,262.059998,265.51001,259.470001,260.619995,3780100
2017-10-27,241.820007,247.389999,235.729996,239.369995,10851300
2017-10-30,240.960007,244.550003,232.440002,236.419998,5107700
2017-10-31,238.0,244.410004,235.029999,243.940002,3758200
2017-11-01,247.710007,251.179993,245.259995,245.429993,3619000
2017-11-02,246.369995,247.229996,239.5,242.089996,2581800
2017-11-03,242.649994,244.389999,240.320007,241.539993,1623100
2017-11-06,242.710007,246.699997,240.800003,244.529999,1835100
2017-11-07,246.619995,247.919998,242.410004,243.470001,1633500
2017-11-08,243.630005,244.529999,238.800003,241.179993,2088900
2017-11-09,237.990005,240.550003,236.289993,240.059998,2565400
2017-11-10,239.580002,239.580002,236.5,237.399994,1720500
2017-11-13,234.690002,238.460007,232.020004,237.369995,1712900
2017-11-14,236.600006,237.0,232.919998,234.919998,1563700
2017-11-15,232.009995,234.839996,226.009995,234.210007,2657200
2017-11-16,236.710007,240.710007,234.259995,239.320007,2265600
2017-11-17,241.800003,243.039993,239.009995,239.270004,2227800
2017-11-20,241.0,242.630005,237.660004,238.539993,2079600
2017-11-21,242.0,246.899994,240.199997,244.300003,2594800
2017-11-22,246.75,252.899994,246.389999,249.649994,3478300
2017-11-24,249.5,250.369995,245.729996,249.419998,1610900
2017-11-27,246.0,248.970001,245.619995,247.020004,2018800
2017-11-28,249.0,249.0,241.910004,244.029999,2343800
2017-11-29,242.320007,243.880005,229.009995,235.490005,3531600
2017-11-30,237.380005,239.190002,235.190002,238.580002,3127900
2017-12-01,233.649994,238.639999,232.509995,235.070007,2386700
2017-12-04,237.710007,237.910004,226.350006,229.660004,3327000
2017-12-05,226.0,234.100006,225.5,231.75,2874900
2017-12-06,228.350006,231.889999,227.220001,231.149994,2112500
2017-12-07,231.160004,235.660004,231.009995,233.009995,1791500
2017-12-08,236.910004,237.740005,234.429993,234.589996,2151500
2017-12-11,235.5,236.630005,233.169998,233.539993,1996900
2017-12-12,231.509995,232.949997,229.919998,232.729996,1911700
2017-12-13,234.880005,237.169998,231.850006,233.240005,2219200
2017-12-14,233.059998,233.149994,227.809998,231.820007,2860100
2017-12-15,233.0,233.479996,229.309998,233.479996,5249200
2017-12-18,235.820007,241.490005,234.899994,240.929993,2073300
2017-12-19,241.589996,242.0,235.130005,235.619995,2724600
2017-12-20,236.039993,236.949997,231.289993,233.369995,1749100
2017-12-21,234.479996,240.830002,234.009995,239.490005,2108600
2017-12-22,237.759995,241.789993,237.449997,239.050003,1309000
2017-12-26,237.210007,238.770004,235.380005,237.830002,1290500
2017-12-27,237.5,239.139999,235.610001,237.710007,930300
2017-12-28,238.570007,239.0,234.399994,234.740005,1006500
2017-12-29,234.830002,236.130005,232.5,234.210007,1136400
2018-01-02,236.490005,242.820007,235.259995,242.399994,2690400
2018-01-03,244.860001,246.259995,240.089996,245.550003,1906200
2018-01-04,249.0,249.199997,244.279999,245.729996,1575700
2018-01-05,246.839996,248.0,242.600006,245.139999,2604000
2018-01-08,247.139999,253.860001,246.75,250.820007,2416900
2018-01-09,253.539993,254.990005,248.050003,254.729996,2619600
2018-01-10,251.490005,253.740005,247.899994,248.949997,2185600
2018-01-11,250.399994,251.490005,246.889999,250.220001,1732700
2018-01-12,252.490005,256.980011,250.869995,253.039993,3040800
2018-01-16,259.690002,265.769989,256.779999,257.779999,4102700
2018-01-17,260.75,260.890015,253.080002,255.490005,2217700
2018-01-18,255.490005,256.149994,252.550003,254.960007,2041900
2018-01-19,255.869995,258.329987,254.360001,255.979996,1846200
2018-01-22,255.990005,256.420013,249.5,254.339996,2301700
2018-01-23,252.889999,257.540009,251.259995,257.350006,2244400
2018-01-24,258.579987,263.410004,252.100006,257.959991,2865400
2018-01-25,259.829987,260.0,253.029999,254.139999,2192100
2018-01-26,255.759995,260.429993,253.800003,260.25,2396400
2018-01-29,256.660004,256.980011,252.800003,253.729996,3344800
2018-01-30,247.869995,249.350006,241.199997,244.070007,4629800
2018-01-31,247.479996,248.179993,242.399994,246.919998,3644000
2018-02-01,243.330002,248.229996,239.369995,240.529999,2771200
2018-02-02,237.490005,238.5,232.429993,233.169998,3330600
2018-02-05,229.419998,235.690002,224.580002,225.320007,3956600
2018-02-06,218.0,230.0,216.0,228.770004,5054200
2018-02-07,228.259995,229.660004,222.5,222.5,2418300
2018-02-08,223.009995,225.710007,211.699997,212.070007,4157900
2018-02-09,213.460007,218.410004,207.740005,215.669998,4769400
2018-02-12,219.990005,223.240005,218.539993,221.639999,3085800
2018-02-13,223.410004,227.699997,221.800003,225.600006,4713900
2018-02-14,236.039993,239.880005,232.690002,235.889999,7950200
2018-02-15,240.990005,248.289993,237.130005,248.199997,5593200
2018-02-16,248.0,248.740005,242.899994,244.720001,2198700
2018-02-20,243.070007,248.009995,242.139999,245.429993,2223800
2018-02-21,247.720001,252.949997,246.75,246.919998,2419200
2018-02-22,248.089996,249.429993,244.360001,249.350006,2355400
2018-02-23,250.0,252.0,246.889999,250.740005,1791200
2018-02-26,251.339996,256.290009,250.860001,256.25,2596500
2018-02-27,253.5,257.559998,250.210007,250.460007,2696900
2018-02-28,254.0,255.0,250.570007,252.339996,2672700
2018-03-01,251.630005,256.200012,245.679993,249.75,3005200
2018-03-02,242.320007,251.580002,240.660004,250.600006,2433500
2018-03-05,248.089996,256.329987,246.210007,254.889999,2272000
2018-03-06,257.98999,260.0,255.729996,258.730011,2600600
2018-03-07,255.929993,258.320007,254.160004,257.26001,1662100
2018-03-08,257.540009,258.549988,254.860001,257.140015,2285400
2018-03-09,259.25,267.600006,257.859985,263.559998,3757800
2018-03-12,264.920013,270.579987,263.23999,265.670013,2576300
2018-03-13,268.0,268.0,257.339996,258.350006,2566700
2018-03-14,259.730011,262.75,256.730011,259.350006,2346000
2018-03-15,263.01001,264.75,260.48999,262.709991,2506800
2018-03-16,259.609985,263.700012,257.209991,262.390015,4646100
2018-03-19,261.470001,261.76001,250.350006,252.830002,3095100
2018-03-20,253.75,256.73999,252.110001,254.460007,2361500
2018-03-21,254.259995,254.259995,249.029999,250.050003,2643200
2018-03-22,245.0,245.169998,233.720001,236.110001,5101300
2018-03-23,236.520004,238.820007,229.339996,230.080002,3980300
2018-03-26,236.610001,237.770004,229.380005,235.940002,3331000
2018-03-27,239.380005,241.210007,228.699997,230.960007,3135800
2018-03-28,228.800003,229.899994,220.199997,223.100006,4251400
2018-03-29,225.0,226.479996,220.160004,223.190002,3787400
2018-04-02,220.839996,223.869995,216.110001,220.059998,2693400
2018-04-03,223.529999,224.770004,216.690002,220.020004,2347800
2018-04-04,213.800003,225.949997,213.559998,224.300003,4102900
2018-04-05,226.009995,228.5,224.369995,225.570007,2103800
2018-04-06,221.300003,225.289993,218.130005,219.820007,1741700
2018-04-09,224.699997,227.75,221.919998,224.330002,2280100
2018-04-10,231.320007,233.550003,228.419998,231.5,2622200
2018-04-11,230.0,233.5,228.880005,229.649994,1383000
2018-04-12,230.75,232.240005,229.029999,231.339996,1217400
2018-04-13,231.880005,233.0,225.770004,228.169998,1647000
2018-04-16,228.449997,231.070007,226.529999,229.899994,1913800
2018-04-17,230.270004,237.0,228.630005,235.669998,2282100
2018-04-18,237.380005,239.910004,236.5,237.75,2039200
2018-04-19,238.429993,240.399994,235.259995,237.110001,1737900
2018-04-20,234.919998,235.690002,230.210007,232.5,2280200
2018-04-23,232.520004,235.050003,230.139999,231.419998,1534400
2018-04-24,233.820007,238.360001,228.5,231.410004,2220100
2018-04-25,229.199997,231.460007,222.5,231.410004,2256400
2018-04-26,232.830002,239.399994,232.600006,238.690002,3899600
2018-04-27,253.949997,257.299988,245.630005,251.929993,8015600
2018-04-30,253.690002,255.0,244.399994,250.899994,4269500
2018-05-01,247.240005,254.080002,246.009995,252.130005,2471100
2018-05-02,250.919998,252.740005,246.800003,249.800003,3058000
2018-05-03,249.0,254.539993,245.740005,252.460007,2728200
2018-05-04,250.850006,254.740005,249.289993,251.729996,2697100
2018-05-07,251.529999,257.0,250.25,253.899994,3049400
2018-05-08,255.0,263.98999,253.399994,263.089996,3601500
2018-05-09,263.100006,264.429993,259.709991,261.290009,2302700
2018-05-10,262.179993,269.399994,260.700012,268.679993,3070500
2018-05-11,270.920013,271.48999,266.369995,269.910004,2243200
2018-05-14,271.5,278.76001,271.0,272.26001,3283100
2018-05-15,266.410004,271.980011,265.609985,271.920013,2301900
2018-05-16,272.73999,284.220001,271.230011,284.070007,3619800
2018-05-17,280.26001,283.950012,278.600006,279.679993,3241300
2018-05-18,262.380005,264.670013,251.580002,253.009995,16046300
2018-05-21,256.0,256.359985,237.830002,240.509995,15249700
2018-05-22,243.990005,247.050003,239.600006,239.970001,7133700
2018-05-23,238.770004,243.330002,236.610001,240.389999,5038400
2018-05-24,243.490005,243.949997,240.050003,240.279999,4782400
2018-05-25,240.479996,245.800003,240.080002,243.800003,5296300
2018-05-29,242.550003,245.039993,240.600006,242.050003,3632400
2018-05-30,243.690002,243.75,240.470001,241.630005,3149000
2018-05-31,242.039993,245.520004,241.960007,242.559998,4405300
2018-06-01,245.389999,251.0,244.850006,248.460007,4547300
2018-06-04,251.0,261.0,251.0,260.899994,5631700
2018-06-05,262.25,265.410004,255.199997,259.980011,4978000
2018-06-06,260.179993,263.98999,257.079987,263.940002,3379500
2018-06-07,264.690002,268.0,263.029999,264.890015,3649200
2018-06-08,262.170013,263.890015,259.51001,263.589996,3116600
2018-06-11,264.0,269.829987,262.519989,269.779999,2767500
2018-06-12,270.540009,272.880005,265.660004,267.420013,3288700
2018-06-13,268.859985,272.190002,267.920013,270.0,2670900
2018-06-14,270.410004,273.309998,269.75,270.640015,3116400
2018-06-15,268.0,273.609985,266.350006,272.970001,5914600
2018-06-18,267.299988,269.820007,264.109985,268.890015,3662900
2018-06-19,260.230011,262.170013,256.440002,262.109985,4294200
2018-06-20,263.339996,264.790009,259.420013,264.059998,2876500
2018-06-21,263.220001,265.600006,260.299988,260.5,3249100
2018-06-22,261.0,261.73999,258.01001,259.0,3027600
2018-06-25,254.279999,254.300003,245.5,250.410004,3988900
2018-06-26,252.460007,253.110001,248.210007,250.770004,2401900
2018-06-27,255.0,255.5,241.860001,243.0,4401400
2018-06-28,241.839996,242.720001,237.800003,242.210007,6468300
2018-06-29,245.899994,247.770004,242.0,243.0,3652300
2018-07-02,238.080002,246.380005,236.279999,246.25,2319600
2018-07-03,248.710007,249.059998,245.300003,246.429993,2298800
2018-07-05,248.990005,250.690002,243.440002,244.070007,2972000
2018-07-06,244.75,253.5,243.880005,251.770004,3919700
2018-07-09,259.279999,262.899994,258.600006,261.970001,4233700
2018-07-10,262.98999,264.829987,258.850006,261.25,1932900
2018-07-11,256.48999,263.959991,255.75,261.25,2651400
2018-07-12,264.230011,272.149994,263.700012,271.450012,3966100
2018-07-13,271.359985,274.0,265.700012,267.190002,2532700
2018-07-16,266.450012,269.73999,266.0,267.079987,1514400
2018-07-17,264.100006,271.079987,259.100006,270.019989,2674000
2018-07-18,268.899994,270.089996,264.5,269.420013,2036600
2018-07-19,266.730011,267.299988,261.929993,262.420013,2393200
2018-07-20,263.359985,265.209991,259.959991,259.980011,2213400
2018-07-23,257.890015,261.100006,257.179993,260.380005,1708800
2018-07-24,265.309998,265.730011,255.100006,256.480011,2749200
2018-07-25,256.410004,263.700012,256.410004,262.910004,2646000
2018-07-26,259.820007,263.630005,257.679993,260.350006,2063200
2018-07-27,262.630005,262.959991,251.830002,255.089996,2310300
2018-07-30,256.48999,257.309998,248.300003,251.399994,2562500
2018-07-31,253.839996,255.940002,245.529999,247.179993,4478300
2018-08-01,234.990005,237.720001,226.639999,228.070007,14002700
2018-08-02,230.559998,231.5,226.210007,230.460007,6600200
2018-08-03,235.0,237.5,230.839996,235.649994,5834600
2018-08-06,234.110001,235.800003,230.059998,232.960007,3720200
2018-08-07,228.360001,230.25,224.259995,226.669998,7892300
2018-08-08,226.990005,226.990005,221.279999,222.0,5162000
2018-08-09,223.360001,223.720001,219.600006,219.889999,3512600
2018-08-10,217.5,221.910004,216.509995,220.100006,3351700
2018-08-13,220.009995,220.179993,216.410004,217.570007,2500500
2018-08-14,218.330002,218.369995,213.669998,216.210007,3194100
2018-08-15,211.369995,214.149994,207.949997,213.470001,4260700
2018-08-16,216.119995,221.399994,215.490005,217.300003,4338300
2018-08-17,221.0,225.070007,217.089996,222.669998,5498000
2018-08-20,224.699997,226.369995,220.970001,223.710007,3228500
2018-08-21,225.770004,226.279999,222.419998,223.130005,2292200
2018-08-22,223.199997,226.169998,222.149994,223.029999,1734300
2018-08-23,224.270004,224.970001,218.929993,219.300003,2903100
2018-08-24,221.399994,225.089996,220.820007,224.360001,2813500
2018-08-27,228.389999,231.389999,227.770004,228.610001,3107400
2018-08-28,229.699997,230.839996,224.699997,225.720001,2188300
2018-08-29,225.850006,226.850006,223.889999,225.869995,1454000
2018-08-30,224.779999,227.5,222.550003,224.25,2352200
2018-08-31,221.710007,226.869995,221.270004,226.479996,2021100
2018-09-04,225.089996,227.5,220.759995,222.179993,2244100
2018-09-05,219.199997,220.490005,215.610001,216.240005,2460000
2018-09-06,216.559998,218.740005,211.979996,215.050003,2228200
2018-09-07,214.020004,218.029999,212.399994,216.039993,2489700
2018-09-10,215.869995,217.039993,212.649994,213.589996,2144500
2018-09-11,210.5,216.729996,208.5,216.100006,2201900
2018-09-12,215.0,219.929993,211.979996,218.690002,3018200
2018-09-13,223.990005,224.619995,221.110001,222.419998,2856400
2018-09-14,224.880005,225.0,218.630005,220.029999,2198300
2018-09-17,216.839996,220.990005,216.699997,217.660004,2159700
2018-09-18,218.539993,222.380005,215.580002,216.880005,2116300
2018-09-19,218.550003,228.949997,217.740005,226.410004,3620400
2018-09-20,230.199997,233.0,227.820007,230.619995,3108200
2018-09-21,234.880005,234.880005,228.399994,228.850006,3506000
2018-09-24,225.0,226.839996,224.050003,226.630005,1527400
2018-09-25,226.759995,228.660004,224.440002,226.600006,1720800
2018-09-26,228.309998,232.589996,227.729996,228.419998,2716100
2018-09-27,228.699997,231.789993,226.830002,230.470001,1978200
2018-09-28,228.529999,230.649994,226.759995,228.679993,1817700
2018-10-01,230.809998,231.169998,227.199997,227.399994,1199500
2018-10-02,221.669998,222.449997,217.300003,218.899994,3944700
2018-10-03,220.270004,220.970001,215.759995,216.350006,2403200
2018-10-04,215.0,215.270004,206.610001,210.070007,4032600
2018-10-05,208.570007,209.220001,202.210007,205.619995,3951600
2018-10-08,200.179993,204.630005,198.190002,203.979996,3390200
2018-10-09,201.800003,203.360001,199.419998,200.850006,3134900
2018-10-10,198.0,198.800003,192.199997,194.259995,4555000
2018-10-11,189.289993,198.139999,189.0,198.0,4601200
2018-10-12,205.399994,206.649994,200.940002,204.360001,3889100
